path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
video/calming the darkness,"male transforming into a dragon demon with horns, female holding male while crying, males eyes darkening,the camera zooms in,nature light,sunlight,rich details,mysterious","male transforming into a dragon demon with horns, female holding male while crying, males eyes darkening,the camera zooms in,nature light,sunlight,rich details,mysterious",9:16,720x1280,30.0,10s,"transforming, dragon, demon, horn, male, eye, camera, zoom"
video/Village,"animate this model realistically, she is breathing slowly, there is wind blowing gently moving grass, hair and dress","animate this model realistically, she is breathing slowly, there is wind blowing gently moving grass, hair and dress",13:17,1248x1632,30.0,5s,"model, wind, grass, hair, dress"
video/The Other Side of Me,"A slow pan reveals the woman’s face in an avant-garde white sculptural hat. As the camera pulls back, she gracefully extends her white-gloved hand, presenting a small, elegant perfume bottle in perfect proportion to her delicate fingers. The pristine white bottle, adorned with intricate floral engravings and gold accents, prominently displays the brand name ""ALTER EGO"" in refined lettering. The soft glow of ambient light highlights its luxurious details against the sleek, futuristic space station interior. Behind her, vast curved windows open to a sky of drifting clouds, their reflection subtly captured on the glossy surface of the bottle. Shot in 65mm large-format, the scene maintains a shallow depth of field, ensuring the perfume bottle remains the focal point while preserving an ethereal, hyper-detailed atmosphere of sophistication and futuristic allure.","A slow pan reveals the woman’s face in an avant-garde white sculptural hat. As the camera pulls back, she gracefully extends her white-gloved hand, presenting a small, elegant perfume bottle in perfect proportion to her...",16:9,1920x1080,30.0,5s,"pan, woman, face, hat, camera, hand, perfume, bottle"
video/New game in town,a hand holding the game and moving it to the sides,a hand holding the game and moving it to the sides,9:16,1080x1920,30.0,5s,"hand, game, side"
video/Ангел,Девочка превращается в светлого ангела.positioned at a Long Shot,Девочка превращается в светлого ангела.positioned at a Long Shot,9:16,720x1280,30.0,5s,"девочка, в, светлого, long, shot"
video/Witch on fire,"black mage in a field on fire, black dress, beautiful eyes, symmetric eyes circular iris, beautiful face, closed mouth, long soft dark hair. There is a hell flame burning within her eyes.","black mage in a field on fire, black dress, beautiful eyes, symmetric eyes circular iris, beautiful face, closed mouth, long soft dark hair. There is a hell flame burning within her eyes.",34:59,1088x1888,30.0,5s,"mage, field, fire, dress, eye, circular, iris, face"
video/pirate girl on a tropical island,A pirate girl on a beach of a tropical island is walking towards a camera,A pirate girl on a beach of a tropical island is walking towards a camera,1:1,1440x1440,30.0,5s,"pirate, girl, beach, island, camera"
video/Scary pets,"A man sitting a massive cobra turns his head slightly. The cobra shifts subtly, making a slight movement. gentle environmental motion. handmade video, casual footage","A man sitting a massive cobra turns his head slightly. The cobra shifts subtly, making a slight movement. gentle environmental motion. handmade video, casual footage",9:16,1080x1920,30.0,5s,"man, cobra, head, shift, movement, motion, handmade, video"
video/A strong cat,"A fat orange cat wearing bulletproof vest, wielding a submachine gun and shooting around the bank","A fat orange cat wearing bulletproof vest, wielding a submachine gun and shooting around the bank",9:16,720x1280,30.0,5s,"cat, bulletproof, vest, submachine, gun, bank"
video/Al dente !,"Little cooks prepare a gigantic cauldron of steaming spaghetti, lifting and stirring it with a giant whisk.","Little cooks prepare a gigantic cauldron of steaming spaghetti, lifting and stirring it with a giant whisk.",35:57,1120x1824,30.0,5s,"cook, cauldron, spaghetti, whisk"
video/Yoshimitsu 2.0,"A demonic samurai warrior clad in black and gold armor stands in a mystical forest. His glowing red eyes burn intensely beneath his horned helmet, exuding an aura of power. The leaves around him tremble as an eerie wind sweeps through the scene. Slowly, he rises, his presence imposing and unstoppable. In his hand, a glowing katana hums with energy, radiating an otherworldly light. As he lifts his sword, mystical energy surges through the blade, pulsing brighter. The sky darkens gradually, with swirling storm clouds creeping in, shrouding the forest in shadow. His silhouette stretches ominously, and a flash of lightning illuminates the scene, casting dramatic contrasts of light and darkness.","A demonic samurai warrior clad in black and gold armor stands in a mystical forest. His glowing red eyes burn intensely beneath his horned helmet, exuding an aura of power. The leaves around him tremble...",9:16,720x1280,30.0,10s,"samurai, warrior, gold, armor, forest, eye, helmet, aura"
video/A singer and songwriter passiona,tocando calmamente e cantando um refrão,tocando calmamente e cantando um refrão,9:16,1080x1920,30.0,10s,"tocando, calmamente, e, cantando"
video/Baby doing lift,"The baby lifts a dumbbell up and down with both hands. The cat watches the baby, then leans its head gently against the baby. muted color","The baby lifts a dumbbell up and down with both hands. The cat watches the baby, then leans its head gently against the baby. muted color",9:16,1080x1920,30.0,5s,"baby, dumbbell, hand, cat, head, color"
video/Escaping…,"In a field of tall grasses buffeted by a violent wind, a solitary figure stands in front of a luminous frame, the frame flickering like a tired old neon sign, its outlines standing out against the tormented backdrop, like a window opening onto another world. The restless sky, laden with gray clouds, barely lets the light through, and the clouds move rapidly, accentuating the mysterious aspect of this scene. The individual seems lost in thought, contemplating a parallel universe beyond the frame. In the distance. The camera rapidly closes in on him.","In a field of tall grasses buffeted by a violent wind, a solitary figure stands in front of a luminous frame, the frame flickering like a tired old neon sign, its outlines standing out against...",1:1,1440x1440,30.0,10s,"field, grass, wind, figure, front, frame, neon, sign"
video/Listening to that song,smiling and silently dancing in her sear as she listens to her favourite song,smiling and silently dancing in her sear as she listens to her favourite song,9:16,1080x1920,30.0,10s,"sear, song"
video/Girl and dog birthday,"the girl and dog jump happy smooth movement, photorealistic, high quality","the girl and dog jump happy smooth movement, photorealistic, high quality",9:16,720x1280,30.0,5s,"girl, dog, movement, quality"
video/Ancient Village Life & Construct,"A POV shot follows as the viewer walks toward a group of workers sitting on woven mats, sharing a meal in front of a wooden house under construction. The background is alive with workers actively building, while a gentle breeze moves through the scene, rustling leaves and creating a serene atmosphere. The camera smoothly lowers as the viewer joins the group, enhancing immersion. Muted, earthy tones and realistic textures bring warmth to the moment, evoking a sense of peace and harmony","A POV shot follows as the viewer walks toward a group of workers sitting on woven mats, sharing a meal in front of a wooden house under construction. The background is alive with workers actively...",9:16,1080x1920,30.0,5s,"pov, shot, viewer, group, worker, mat, meal, front"
video/The car transforms into Bumblebe,"The car transforms into Bumblebee yellow robot, transforming like in the Transformers movie.","The car transforms into Bumblebee yellow robot, transforming like in the Transformers movie.",9:16,1080x1920,30.0,5s,"car, bumblebee, robot, transformers, movie"
video/Weekend Trekking,"The girl is climbing up, camera from low angle","The girl is climbing up, camera from low angle",9:16,1080x1920,30.0,5s,"girl, camera, angle"
