path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
clips/Tiny Harvesters of the Cheese,"breathtaking retro 2D anime-style scene inspired by Spirited Away, depicting a whimsical world where countless tiny humanoid beings, no taller than a cherry, live within massive food landscapes. The scene is set inside a golden valley of colossal Swiss cheese, with glowing rivers of melted cheese flowing through the caverns. Tiny fairy-like workers, dressed in onion-fabric clothes and caramel-thread belts, are actively climbing cheese walls using licorice ropes, carrying woven baskets of shimmering cheese strands, and constructing delicate bridges made of salted crackers to cross glistening honey streams. Floating bread islands and luminous sugar crystals in the distance enhance the dreamy atmosphere. The lighting is warm and golden, casting a soft magical glow over the entire scene. The perspective strongly emphasizes the minuscule scale of the characters in contrast to the vast cheese formations","breathtaking retro 2D anime-style scene inspired by Spirited Away, depicting a whimsical world where countless tiny humanoid beings, no taller than a cherry, live within massive food landscapes. The scene is set inside a golden...",36:55,1152x1760,30.0,5s,"retro, 2d, style, scene, away, world, being, cherry"
clips/A Dragon's Bond,Woman leans close towards dragon with affection. Dragon lower its head to bond with woman. Camera dolly in to focus on the woman's face.,Woman leans close towards dragon with affection. Dragon lower its head to bond with woman. Camera dolly in to focus on the woman's face.,16:9,1920x1080,30.0,5s,"woman, dragon, affection, head, bond, camera, face"
clips/boxing cat,Fazendo gesto de chamar o adversario para a briga,Fazendo gesto de chamar o adversario para a briga,9:16,1080x1920,30.0,5s,"fazendo, gesto, de, chamar, o, adversario, briga"
clips/Blow kiss,giving a blow kiss to the audience,giving a blow kiss to the audience,1:1,1440x1440,30.0,5s,"blow, kiss, audience"
clips/Baby and cat,"Create a scene of a big, fluffy white cat and a smiling baby sitting together on a cozy couch. The baby turns to the cat and hugs it warmly, expressing happiness.","Create a scene of a big, fluffy white cat and a smiling baby sitting together on a cozy couch. The baby turns to the cat and hugs it warmly, expressing happiness.",9:16,1080x1920,30.0,5s,"scene, cat, baby, couch, hug, happiness"
clips/white iron man,an all white iron man walking forward. looking towards the camera.,an all white iron man walking forward. looking towards the camera.,37:54,1184x1728,30.0,5s,"iron, man, camera"
clips/Don't let me go,"The camera slowly circles around a passionate couple embracing, their bodies seamlessly merging and separating in a hypnotic loop. Their hair and clothing transform into swirling flames, moving gracefully around them. Warm golden light radiates from behind, casting a dramatic glow. Soft embers drift through the air as the couple rotates in an eternal motion, symbolizing love and unity. Dreamlike, fluid animation with a seamless loop effect. Dynamic close-up camera movement:","The camera slowly circles around a passionate couple embracing, their bodies seamlessly merging and separating in a hypnotic loop. Their hair and clothing transform into swirling flames, moving gracefully around them. Warm golden light radiates...",59:34,1888x1088,30.0,10s,"camera, couple, body, loop, hair, clothing, transform, swirling"
clips/cinematic portrayal of Baba Yaga,"An ultra-realistic cinematic portrayal of Baba Yaga standing in the eerie heart of a misty forest. She is depicted as a fearsome yet mystical figure, wearing a tattered, patchwork cloak adorned with ancient symbols and runes. Her glowing yellow eyes pierce through the dim, foggy atmosphere, exuding a mix of wisdom and menace. Baba Yaga’s long, unkempt silver hair flows wildly around her weathered face, etched with deep wrinkles that tell stories of centuries past. She stands next to her iconic cauldron, which rests on chicken-like legs, engraved with intricate, otherworldly patterns glowing faintly. Around her, vivid red and orange toadstools grow in the mossy forest floor, their caps glistening with moisture from the fog. Behind her, a mysterious hut with soft, warm light glowing through the windows is perched on chicken legs, blending eerily into the dense, shadowy trees. The forest itself is alive with shadows and twisted roots, shrouded in dense fog, creating a foreboding yet magical ambiance. The lighting is soft and diffused, with subtle golden and silvery tones illuminating Baba Yaga’s figure, emphasizing her dual nature as a terrifying witch and a mystical guide. No text overlay.","An ultra-realistic cinematic portrayal of Baba Yaga standing in the eerie heart of a misty forest. She is depicted as a fearsome yet mystical figure, wearing a tattered, patchwork cloak adorned with ancient symbols and...",9:16,1080x1920,30.0,5s,"portrayal, baba, yaga, heart, misty, forest, figure, patchwork"
clips/Chiến binh,strong step,strong step,2:3,768x1152,30.0,5s,step
clips/Wrapped up in nature's embrace,"A very beautiful angelic girl wakes up in morning in the midst of nature, her hair messed up as she has just woken up. She is holding a cup of hot coffee, some coming out of it. She turns her head sleepily to face straight at the camera and with a sleepy smile says good morning","A very beautiful angelic girl wakes up in morning in the midst of nature, her hair messed up as she has just woken up. She is holding a cup of hot coffee, some coming out...",16:9,1280x720,30.0,5s,"girl, morning, midst, nature, hair, cup, coffee, head"
clips/A little boy boxing big cat,A cat with boxing gloves fighting with a boy toddler,A cat with boxing gloves fighting with a boy toddler,1:1,960x960,30.0,5s,"cat, boxing, glove, boy, toddler"
clips/Redhead Beauty,"Static camera movement, head movement.","Static camera movement, head movement.",1:1,1440x1440,30.0,5s,"camera, movement, head"
clips/Kickboxing Kangaroo,a kangaroo kickboxing for a kids exercise video,a kangaroo kickboxing for a kids exercise video,9:16,720x1280,30.0,5s,"kangaroo, kickboxing, kid, video"
clips/Fox sniper agent,"A cat with a human body, hold a snipper","A cat with a human body, hold a snipper",9:16,1080x1920,30.0,5s,"cat, body, snipper"
clips/Fly on the sea,Two people flying facing forward looking left and right slowly over the vast sea with long splashes of sea water,Two people flying facing forward looking left and right slowly over the vast sea with long splashes of sea water,1:1,960x960,30.0,5s,"people, sea, splash, water"
clips/Dog on surfboard,"A cool Jack Russell Terrier wearing red sunglasses balances confidently on a yellow surfboard, floating gently on clear turquoise water. The dog maintains a relaxed and stable posture while the board subtly shifts with small ripples in the ocean. A bright yellow rubber duck sits next to the dog, bobbing slightly in sync with the gentle waves. The background consists of a vibrant blue sky meeting the horizon, with sunlight reflecting off the water's surface. The camera maintains a steady medium shot, keeping the focus sharp on the dog and surfboard, while the background remains slightly softened for depth. The lighting is bright and natural, enhancing the vibrant summer atmosphere. Movements are kept minimal to preserve realism, ensuring the scene remains smooth and visually pleasing","A cool Jack Russell Terrier wearing red sunglasses balances confidently on a yellow surfboard, floating gently on clear turquoise water. The dog maintains a relaxed and stable posture while the board subtly shifts with small...",16:9,1920x1080,30.0,10s,"jack, russell, terrier, sunglass, balance, surfboard, turquoise, water"
clips/Fruit house,"Create a wide-angle, cinematic animation of a magnificent, real-sized fruit-themed villa made entirely from edible fruits. The villa's towering walls are constructed from thick pineapple skin, creating a golden, spiky texture that gleams in the sunlight. The roof is crafted from alternating layers of watermelon and cantaloupe rinds, giving the house a colorful and vibrant appearance. The windows are framed by giant kiwi slices, and the transparent windowpanes are thin slices of pineapple. The entrance features a massive banana peel door with a coconut shell handle, and cascading grape vines hang down from the roof, adding a lush, natural touch. Every single part of the exterior is made from fresh fruit, and no non-fruit materials are visible. As the camera zooms in, show the surrounding garden, where every detail is made from fruit. Towering mango palm trees with banana trunks sway gently, and a large watermelon-shaped pool sits to the side, with floating lemon and lime slices acting as playful pool floats. The garden pathways are made from bright orange and grapefruit slices, leading through an edible paradise of coconut shell planters filled with strawberries, mint, and basil. A stunning fruit waterfall, made of pineapple chunks and mango slices, cascades into a small lagoon, with streams of coconut water pouring into a pool ringed by kiwi and blueberry decorations. Focus on the house’s mosaic of fruit slices, where the walls are decorated with overlapping oranges, raspberries, and kiwi slices in artistic patterns. Show the architectural details, like columns made from halved papayas supporting the second floor, and balconies rimmed with spiky pineapple crowns. A floating staircase made of large mango and watermelon slabs leads to the upper floor, where the vibrant fruit architecture continues. Throughout the scene, highlight how the sunlight reflects off the juicy fruit surfaces, making them glisten and creating an inviting, mouth-watering atmosphere. Emphasize that every part of the villa, from the walls to the furniture, is completely made of fresh fruit, making it a visual marvel and a fully edible paradise.","Create a wide-angle, cinematic animation of a magnificent, real-sized fruit-themed villa made entirely from edible fruits. The villa's towering walls are constructed from thick pineapple skin, creating a golden, spiky texture that gleams in the...",9:16,1080x1920,30.0,5s,"angle, animation, fruit, villa, wall, pineapple, skin, spiky"
